direction,entry_price,entry,entry_ts,entry_bar,stop,target,qty,atr,score,zone,exit_price,exit_ts,exit_reason,pnl,fee,win,month
long,22353.65,22353.65,2025-06-26 15:10:00,17003,22349.00968611407,22383.531412486696,3.1804391629051656,8.300392357415445,9,22375.3125,22349.00968611407,2025-06-26 15:20:00,stop,-43.19600556853888,28.437769557550027,False,2025-06
short,22405.55,22405.55,2025-07-02 15:30:00,18099,22404.575624579174,22319.484689393717,1.0948918372214806,23.907030723966777,8,22375.3125,22404.575624579174,2025-07-02 15:40:00,stop,-8.745825826732782,9.812661521383099,False,2025-07
long,25853.65,25853.65,2025-10-28 14:20:00,40882,25851.31557460856,25887.10491426147,2.8109794311097276,9.293031739296447,9,25901.295867899113,25851.31557460856,2025-10-28 14:55:00,stop,-35.63165310644258,29.069631347644005,False,2025-10
long,25876.35,25876.35,2025-10-28 15:20:00,40894,25868.42762481173,25908.400688347203,2.9122227979773245,8.90296898533506,9,25901.295867899113,25868.42762481173,2025-10-28 15:25:00,stop,-53.214800196778214,30.143078559376214,False,2025-10
long,26215.85,26215.85,2025-10-30 07:00:00,41340,26185.312362968783,26276.92527406243,1.512604535322999,16.965353906231073,5,26217.475,26185.312362968783,2025-10-30 07:05:00,stop,-62.053053714402544,15.86168544293898,False,2025-10
long,26179.35,26179.35,2025-10-30 08:35:00,41359,26115.709180161222,26306.631639677555,0.7181158431363739,35.35601102154299,8,26217.475,26115.709180161222,2025-10-30 08:45:00,stop,-53.221403395617756,7.519922399204892,False,2025-10
short,25947.15,25947.15,2025-10-30 15:55:00,41447,25966.548246913513,25841.857888889193,0.8605129285815468,29.247808641890884,6,25901.295867899113,25966.548246913513,2025-10-30 16:00:00,stop,-25.623585474831764,8.931143213937874,False,2025-10
short,25944.25,25944.25,2025-11-03 07:10:00,41888,25937.01002467564,25914.729888959613,3.0550012012479173,8.20003084455148,7,25901.295867899113,25937.01002467564,2025-11-03 07:15:00,stop,-9.585752653268592,31.703885966190512,False,2025-11
long,25850.25,25850.25,2026-01-13 15:30:00,55111,25801.820606796366,25953.432269416353,0.8705744451885886,28.661741504542185,9,25901.295867899113,25801.820606796366,2026-01-13 15:45:00,stop,-51.16321893976854,9.001826820694527,False,2026-01
long,25852.48,25852.48,2026-01-27 07:00:00,57693,25843.551446413512,25873.533491139184,4.2296333899605365,5.848191983107155,8,25901.295867899113,25843.551446413512,2026-01-27 07:05:00,stop,-81.50311342197378,43.738605048514785,False,2026-01
