<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.12.05	09:20:00	25670.65	25681.75	25670.25	25681.75	308	0	140
2025.12.05	09:25:00	25681.85	25684.75	25680.85	25682.55	304	0	130
2025.12.05	09:30:00	25682.25	25686.45	25679.15	25679.75	278	0	130
2025.12.05	09:35:00	25679.95	25685.45	25678.95	25681.95	348	0	130
2025.12.05	09:40:00	25681.65	25681.95	25673.35	25676.55	330	0	150
2025.12.05	09:45:00	25676.35	25681.25	25672.95	25680.25	268	0	140
2025.12.05	09:50:00	25679.95	25685.45	25678.25	25683.75	273	0	130
2025.12.05	09:55:00	25683.55	25686.65	25681.25	25683.15	280	0	130
2025.12.05	10:00:00	25683.75	25702.45	25679.55	25692.75	896	0	140
2025.12.05	10:05:00	25691.75	25695.45	25686.15	25692.55	757	0	170
2025.12.05	10:10:00	25692.75	25697.35	25689.65	25692.35	735	0	160
2025.12.05	10:15:00	25691.85	25700.85	25688.65	25700.85	678	0	150
2025.12.05	10:20:00	25700.55	25712.85	25700.55	25708.05	705	0	160
2025.12.05	10:25:00	25708.35	25709.95	25690.55	25695.45	818	0	170
2025.12.05	10:30:00	25695.55	25706.15	25692.55	25700.65	700	0	160
2025.12.05	10:35:00	25700.75	25704.75	25695.05	25702.15	587	0	150
2025.12.05	10:40:00	25701.65	25705.45	25697.05	25703.95	495	0	140
2025.12.05	10:45:00	25703.85	25705.25	25698.35	25700.65	571	0	140
2025.12.05	10:50:00	25700.95	25701.65	25683.85	25685.05	628	0	150
2025.12.05	10:55:00	25684.65	25692.85	25682.15	25682.85	686	0	150
2025.12.05	11:00:00	25682.15	25690.55	25675.85	25690.35	812	0	150
2025.12.05	11:05:00	25690.25	25693.85	25679.35	25680.35	746	0	160
2025.12.05	11:10:00	25680.25	25683.25	25670.35	25675.15	521	0	150
2025.12.05	11:15:00	25675.45	25680.35	25671.35	25672.65	656	0	150
2025.12.05	11:20:00	25674.45	25678.65	25672.95	25675.65	590	0	150
2025.12.05	11:25:00	25675.15	25686.65	25675.15	25686.15	624	0	150
2025.12.05	11:30:00	25685.95	25686.65	25677.25	25677.95	502	0	140
2025.12.05	11:35:00	25678.75	25680.45	25668.95	25669.95	510	0	140
2025.12.05	11:40:00	25669.85	25670.45	25664.35	25669.45	508	0	150
2025.12.05	11:45:00	25669.15	25673.85	25669.15	25670.95	415	0	140
2025.12.05	11:50:00	25671.25	25674.45	25670.35	25670.45	376	0	130
2025.12.05	11:55:00	25670.25	25678.25	25669.95	25676.15	376	0	140
2025.12.05	12:00:00	25675.85	25681.15	25670.95	25675.65	467	0	130
2025.12.05	12:05:00	25675.45	25680.65	25670.45	25680.65	397	0	150
2025.12.05	12:10:00	25680.45	25690.35	25679.35	25680.65	489	0	140
2025.12.05	12:15:00	25680.75	25685.25	25677.25	25684.45	359	0	140
2025.12.05	12:20:00	25683.95	25685.45	25680.25	25682.35	311	0	140
2025.12.05	12:25:00	25682.45	25684.25	25677.85	25683.95	359	0	130
2025.12.05	12:30:00	25684.25	25684.75	25678.75	25681.15	335	0	130
2025.12.05	12:35:00	25681.75	25686.15	25679.75	25683.45	378	0	130
2025.12.05	12:40:00	25683.75	25689.65	25682.45	25687.95	384	0	140
2025.12.05	12:45:00	25687.75	25688.15	25681.25	25682.95	308	0	130
2025.12.05	12:50:00	25682.45	25685.95	25678.35	25678.95	385	0	130
2025.12.05	12:55:00	25679.25	25680.75	25671.75	25674.45	421	0	140
2025.12.05	13:00:00	25674.25	25677.75	25662.75	25673.85	603	0	140
2025.12.05	13:05:00	25674.15	25682.75	25670.15	25676.25	533	0	140
2025.12.05	13:10:00	25676.45	25678.85	25673.65	25678.75	399	0	140
2025.12.05	13:15:00	25678.95	25679.75	25668.65	25676.85	499	0	140
2025.12.05	13:20:00	25676.65	25684.85	25676.35	25676.65	465	0	140
2025.12.05	13:25:00	25676.45	25684.75	25675.75	25680.75	388	0	140
2025.12.05	13:30:00	25681.75	25683.15	25673.15	25677.35	573	0	140
2025.12.05	13:35:00	25677.25	25679.35	25674.15	25675.45	417	0	150
2025.12.05	13:40:00	25675.65	25678.65	25673.35	25676.45	341	0	140
2025.12.05	13:45:00	25676.65	25679.65	25674.45	25679.55	258	0	130
2025.12.05	13:50:00	25679.25	25679.65	25675.45	25675.75	292	0	130
2025.12.05	13:55:00	25675.55	25680.05	25675.45	25677.25	357	0	130
2025.12.05	14:00:00	25677.15	25690.65	25671.65	25686.55	788	0	140
2025.12.05	14:05:00	25686.05	25688.55	25678.65	25680.15	624	0	160
2025.12.05	14:10:00	25680.35	25680.65	25670.65	25671.35	523	0	150
2025.12.05	14:15:00	25671.55	25674.85	25662.25	25663.25	732	0	160
2025.12.05	14:20:00	25663.05	25664.75	25647.15	25659.05	768	0	160
2025.12.05	14:25:00	25658.85	25669.75	25654.55	25668.85	760	0	160
2025.12.05	14:30:00	25669.15	25673.55	25666.65	25673.35	530	0	150
2025.12.05	14:35:00	25673.45	25675.15	25668.95	25672.55	475	0	150
2025.12.05	14:40:00	25672.65	25673.95	25662.85	25663.15	600	0	150
2025.12.05	14:45:00	25662.85	25666.65	25656.95	25657.95	453	0	140
2025.12.05	14:50:00	25657.65	25658.95	25652.15	25656.45	603	0	150
2025.12.05	14:55:00	25656.15	25663.05	25654.45	25661.15	535	0	140
2025.12.05	15:00:00	25660.95	25666.35	25658.65	25665.15	546	0	150
2025.12.05	15:05:00	25665.45	25667.85	25661.65	25664.95	412	0	140
2025.12.05	15:10:00	25664.85	25666.35	25658.95	25662.45	416	0	140
2025.12.05	15:15:00	25662.65	25662.65	25651.15	25651.25	456	0	140
2025.12.05	15:20:00	25651.45	25651.65	25638.55	25642.35	750	0	140
2025.12.05	15:25:00	25642.35	25646.55	25634.45	25645.65	677	0	160
2025.12.05	15:30:00	25644.85	25646.85	25618.75	25620.95	1026	0	160
2025.12.05	15:35:00	25621.55	25621.55	25583.25	25584.25	1256	0	180
2025.12.05	15:40:00	25583.85	25594.45	25564.75	25572.35	1420	0	190
2025.12.05	15:45:00	25572.45	25573.35	25540.75	25545.75	1451	0	190
2025.12.05	15:50:00	25545.65	25579.25	25538.25	25578.85	1405	0	190
2025.12.05	15:55:00	25578.95	25584.15	25565.15	25571.75	1129	0	180
2025.12.05	16:00:00	25572.05	25589.45	25569.55	25587.05	1326	0	180
2025.12.05	16:05:00	25587.55	25601.75	25583.45	25596.55	1132	0	170
2025.12.05	16:10:00	25596.85	25610.55	25596.25	25609.85	988	0	160
2025.12.05	16:15:00	25610.25	25614.35	25602.15	25606.55	1026	0	160
2025.12.05	16:20:00	25607.55	25614.25	25603.25	25606.35	867	0	160
2025.12.05	16:25:00	25606.15	25642.15	25606.15	25638.15	1433	0	160
2025.12.05	16:30:00	25637.95	25733.55	25637.65	25717.05	2569	0	60
2025.12.05	16:35:00	25716.85	25735.35	25688.45	25690.45	2488	0	100
2025.12.05	16:40:00	25689.65	25698.65	25633.45	25667.15	2603	0	100
2025.12.05	16:45:00	25666.95	25709.35	25665.85	25709.35	2471	0	100
2025.12.05	16:50:00	25711.05	25761.35	25699.45	25752.15	2379	0	100
2025.12.05	16:55:00	25753.15	25757.85	25726.55	25748.26	2271	0	100
2025.12.05	17:00:00	25748.16	25775.85	25725.45	25770.05	2388	0	100
2025.12.05	17:05:00	25770.45	25795.85	25768.35	25788.45	2309	0	100
2025.12.05	17:10:00	25788.05	25818.65	25788.05	25816.15	2150	0	80
2025.12.05	17:15:00	25816.35	25825.95	25796.85	25797.35	2100	0	60
2025.12.05	17:20:00	25797.55	25816.55	25787.15	25814.55	1965	0	100
2025.12.05	17:25:00	25813.85	25814.55	25785.95	25795.65	2025	0	60
2025.12.05	17:30:00	25795.15	25819.65	25793.85	25813.55	1928	0	70
2025.12.05	17:35:00	25813.75	25816.55	25788.05	25796.95	1904	0	60
2025.12.05	17:40:00	25796.85	25799.95	25767.65	25778.15	1971	0	70
2025.12.05	17:45:00	25777.85	25790.85	25752.85	25780.35	2014	0	100
2025.12.05	17:50:00	25779.85	25779.85	25715.05	25726.65	2319	0	100
2025.12.05	17:55:00	25726.35	25726.35	25674.95	25700.65	2421	0	100
2025.12.05	18:00:00	25700.85	25724.85	25693.15	25700.15	2423	0	100
2025.12.05	18:05:00	25699.55	25717.05	25682.15	25689.55	2314	0	100
2025.12.05	18:10:00	25689.95	25696.65	25665.05	25665.05	2403	0	100
2025.12.05	18:15:00	25666.15	25669.05	25641.85	25653.85	2418	0	100
2025.12.05	18:20:00	25654.35	25692.05	25642.45	25672.55	2386	0	100
2025.12.05	18:25:00	25672.95	25699.05	25652.05	25656.05	2219	0	100
2025.12.05	18:30:00	25653.35	25655.85	25609.65	25635.55	2454	0	100
2025.12.05	18:35:00	25636.05	25654.15	25624.85	25643.45	2332	0	100
2025.12.05	18:40:00	25643.35	25663.05	25630.05	25648.55	2226	0	100
2025.12.05	18:45:00	25648.45	25667.85	25637.85	25663.45	2138	0	100
2025.12.05	18:50:00	25663.85	25696.35	25651.45	25694.05	2037	0	100
2025.12.05	18:55:00	25693.55	25719.75	25686.55	25687.95	1882	0	60
2025.12.05	19:00:00	25688.15	25696.35	25662.85	25676.85	2174	0	100
2025.12.05	19:05:00	25676.95	25689.05	25669.15	25679.85	2107	0	100
2025.12.05	19:10:00	25679.65	25680.55	25650.85	25655.05	2121	0	100
2025.12.05	19:15:00	25655.35	25666.15	25650.55	25656.55	1910	0	100
2025.12.05	19:20:00	25656.15	25666.85	25647.35	25664.35	1863	0	100
2025.12.05	19:25:00	25664.05	25669.35	25651.75	25653.55	1886	0	60
2025.12.05	19:30:00	25653.75	25658.75	25641.25	25642.25	1835	0	60
2025.12.05	19:35:00	25641.25	25656.35	25623.55	25654.45	1916	0	70
2025.12.05	19:40:00	25654.65	25657.05	25638.85	25653.35	1755	0	60
2025.12.05	19:45:00	25653.25	25669.55	25646.05	25658.55	1604	0	60
2025.12.05	19:50:00	25658.25	25699.35	25656.05	25694.65	1534	0	60
2025.12.05	19:55:00	25695.15	25697.15	25678.65	25689.15	1377	0	60
2025.12.05	20:00:00	25688.65	25693.85	25678.35	25688.35	1545	0	60
2025.12.05	20:05:00	25688.15	25698.75	25683.95	25697.75	1345	0	60
2025.12.05	20:10:00	25697.95	25698.45	25683.05	25685.75	1342	0	60
2025.12.05	20:15:00	25685.45	25690.25	25675.25	25683.75	1388	0	60
2025.12.05	20:20:00	25683.25	25684.25	25660.75	25678.55	1621	0	60
2025.12.05	20:25:00	25678.75	25707.95	25674.45	25705.05	1402	0	60
2025.12.05	20:30:00	25704.85	25719.05	25700.45	25714.45	1354	0	60
2025.12.05	20:35:00	25714.85	25717.45	25701.75	25712.25	1306	0	60
2025.12.05	20:40:00	25712.45	25713.25	25684.05	25695.95	1512	0	60
2025.12.05	20:45:00	25696.25	25698.95	25685.25	25697.95	1323	0	60
2025.12.05	20:50:00	25698.25	25700.95	25681.05	25694.75	1324	0	60
2025.12.05	20:55:00	25693.75	25696.25	25685.85	25687.85	1181	0	60
2025.12.05	21:00:00	25687.95	25690.95	25675.95	25681.45	1571	0	60
2025.12.05	21:05:00	25681.25	25689.95	25674.85	25687.45	1480	0	60
2025.12.05	21:10:00	25687.25	25701.45	25683.45	25699.45	1386	0	60
2025.12.05	21:15:00	25699.75	25701.85	25668.75	25679.45	1524	0	60
2025.12.05	21:20:00	25677.45	25687.45	25667.75	25673.45	1406	0	60
2025.12.05	21:25:00	25673.75	25693.95	25670.25	25682.95	1253	0	60
2025.12.05	21:30:00	25682.85	25689.85	25669.95	25683.95	1290	0	60
2025.12.05	21:35:00	25684.25	25686.65	25673.45	25686.65	1150	0	60
2025.12.05	21:40:00	25686.55	25689.75	25667.65	25673.75	1224	0	60
2025.12.05	21:45:00	25673.55	25674.25	25664.25	25673.05	1173	0	60
2025.12.05	21:50:00	25672.25	25691.65	25671.05	25689.85	1225	0	60
2025.12.05	21:55:00	25690.05	25705.05	25686.75	25699.05	1187	0	60
2025.12.05	22:00:00	25698.75	25701.75	25684.75	25688.25	1294	0	60
2025.12.05	22:05:00	25688.55	25692.55	25681.75	25682.75	1116	0	60
2025.12.05	22:10:00	25683.25	25687.75	25673.25	25685.75	1235	0	60
2025.12.05	22:15:00	25685.55	25700.75	25685.35	25698.05	1183	0	60
2025.12.05	22:20:00	25698.25	25698.75	25682.55	25686.65	1231	0	60
2025.12.05	22:25:00	25686.25	25687.65	25676.35	25686.65	1200	0	60
2025.12.05	22:30:00	25686.85	25689.35	25674.75	25687.75	1231	0	60
2025.12.05	22:35:00	25687.55	25687.75	25677.05	25677.65	1099	0	60
2025.12.05	22:40:00	25678.05	25684.55	25669.05	25683.75	1245	0	60
2025.12.05	22:45:00	25683.55	25684.05	25649.65	25654.25	1628	0	60
2025.12.05	22:50:00	25649.05	25682.95	25639.05	25668.95	2064	0	60
2025.12.05	22:55:00	25668.55	25701.15	25668.35	25687.45	2031	0	100
2025.12.05	23:00:00	25687.55	25700.36	25684.56	25696.36	1200	0	100
2025.12.05	23:05:00	25696.16	25704.46	25694.56	25697.26	726	0	178
2025.12.05	23:10:00	25697.16	25700.26	25690.46	25694.66	626	0	168
2025.12.05	23:15:00	25695.06	25699.16	25690.96	25695.76	403	0	158
2025.12.05	23:20:00	25696.06	25699.06	25695.66	25696.16	267	0	148
2025.12.05	23:25:00	25696.46	25698.36	25693.36	25693.36	250	0	148
2025.12.05	23:30:00	25693.06	25696.66	25691.56	25693.36	219	0	148
2025.12.05	23:35:00	25693.16	25701.06	25693.06	25700.06	246	0	148
2025.12.05	23:40:00	25699.86	25700.36	25696.86	25697.36	211	0	148
2025.12.05	23:45:00	25697.46	25701.06	25696.66	25697.86	229	0	148
