<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.12.05	08:18:00	25687.75	25687.75	25682.45	25682.45	57	0	130
2025.12.05	08:19:00	25682.65	25683.55	25679.25	25679.45	74	0	130
2025.12.05	08:20:00	25679.25	25679.75	25677.15	25677.85	96	0	130
2025.12.05	08:21:00	25678.85	25680.25	25677.95	25679.45	68	0	130
2025.12.05	08:22:00	25679.75	25681.75	25679.35	25679.75	59	0	140
2025.12.05	08:23:00	25679.85	25681.25	25678.75	25679.55	52	0	130
2025.12.05	08:24:00	25680.05	25681.25	25679.25	25679.75	56	0	130
2025.12.05	08:25:00	25680.45	25680.65	25678.75	25678.75	28	0	130
2025.12.05	08:26:00	25677.55	25678.25	25675.55	25677.25	63	0	130
2025.12.05	08:27:00	25677.45	25678.55	25676.75	25677.75	76	0	130
2025.12.05	08:28:00	25677.95	25679.45	25676.65	25678.75	73	0	130
2025.12.05	08:29:00	25678.75	25679.45	25676.95	25678.25	70	0	130
2025.12.05	08:30:00	25678.55	25681.75	25678.15	25678.15	123	0	130
2025.12.05	08:31:00	25678.25	25679.25	25668.45	25668.45	135	0	140
2025.12.05	08:32:00	25668.65	25670.15	25666.45	25668.85	89	0	150
2025.12.05	08:33:00	25670.95	25670.95	25661.95	25664.35	111	0	150
2025.12.05	08:34:00	25665.25	25668.55	25663.25	25668.05	135	0	160
2025.12.05	08:35:00	25668.25	25670.55	25666.95	25669.85	103	0	170
2025.12.05	08:36:00	25670.05	25670.05	25664.75	25666.65	113	0	160
2025.12.05	08:37:00	25666.75	25666.85	25665.25	25665.85	76	0	160
2025.12.05	08:38:00	25666.15	25670.55	25665.85	25669.95	92	0	150
2025.12.05	08:39:00	25670.45	25670.65	25666.65	25668.75	79	0	140
2025.12.05	08:40:00	25668.45	25672.45	25668.25	25671.75	83	0	140
2025.12.05	08:41:00	25672.25	25679.95	25672.25	25679.55	124	0	140
2025.12.05	08:42:00	25679.65	25681.45	25679.45	25680.95	84	0	140
2025.12.05	08:43:00	25681.25	25681.35	25678.75	25679.45	87	0	140
2025.12.05	08:44:00	25679.95	25679.95	25675.35	25675.45	69	0	140
2025.12.05	08:45:00	25675.15	25677.35	25674.25	25677.35	76	0	140
2025.12.05	08:46:00	25677.25	25678.25	25676.65	25677.35	68	0	140
2025.12.05	08:47:00	25677.75	25678.55	25675.95	25675.95	71	0	130
2025.12.05	08:48:00	25676.05	25677.75	25674.65	25675.45	47	0	130
2025.12.05	08:49:00	25675.65	25676.55	25673.55	25673.65	54	0	130
2025.12.05	08:50:00	25673.55	25674.55	25672.25	25672.55	54	0	130
2025.12.05	08:51:00	25671.75	25672.75	25671.45	25671.55	39	0	130
2025.12.05	08:52:00	25671.45	25673.75	25671.35	25671.95	41	0	130
2025.12.05	08:53:00	25671.75	25671.75	25667.25	25667.45	77	0	140
2025.12.05	08:54:00	25667.35	25669.15	25667.25	25668.45	50	0	140
2025.12.05	08:55:00	25668.95	25669.65	25667.75	25668.95	48	0	130
2025.12.05	08:56:00	25669.05	25669.75	25667.95	25669.45	42	0	130
2025.12.05	08:57:00	25669.75	25673.25	25669.75	25673.15	41	0	130
2025.12.05	08:58:00	25673.75	25673.75	25670.05	25670.25	36	0	130
2025.12.05	08:59:00	25670.55	25670.75	25669.05	25670.75	33	0	130
2025.12.05	09:00:00	25670.55	25670.75	25664.05	25667.85	98	0	130
2025.12.05	09:01:00	25667.95	25668.75	25664.75	25668.25	100	0	140
2025.12.05	09:02:00	25668.35	25672.35	25667.95	25670.45	94	0	140
2025.12.05	09:03:00	25671.45	25672.45	25667.65	25671.45	85	0	150
2025.12.05	09:04:00	25671.65	25674.85	25670.85	25674.65	108	0	150
2025.12.05	09:05:00	25674.85	25680.55	25673.85	25679.65	111	0	150
2025.12.05	09:06:00	25679.85	25687.05	25679.85	25686.85	113	0	160
2025.12.05	09:07:00	25686.65	25686.65	25679.85	25680.05	93	0	160
2025.12.05	09:08:00	25680.65	25681.35	25675.05	25675.35	82	0	160
2025.12.05	09:09:00	25675.85	25677.85	25675.25	25675.65	77	0	160
2025.12.05	09:10:00	25676.15	25676.15	25669.25	25669.65	144	0	150
2025.12.05	09:11:00	25669.05	25675.85	25669.05	25674.15	74	0	150
2025.12.05	09:12:00	25673.65	25676.65	25671.15	25673.35	87	0	150
2025.12.05	09:13:00	25672.65	25675.55	25670.65	25673.95	85	0	150
2025.12.05	09:14:00	25673.85	25674.65	25671.15	25672.15	73	0	150
2025.12.05	09:15:00	25672.05	25672.45	25668.35	25671.45	64	0	150
2025.12.05	09:16:00	25670.15	25674.15	25669.85	25673.45	54	0	150
2025.12.05	09:17:00	25674.65	25674.85	25670.65	25673.05	76	0	150
2025.12.05	09:18:00	25672.95	25672.95	25669.55	25670.45	65	0	150
2025.12.05	09:19:00	25670.95	25670.95	25668.35	25670.45	53	0	140
2025.12.05	09:20:00	25670.65	25672.95	25670.25	25670.75	54	0	140
2025.12.05	09:21:00	25671.45	25674.45	25671.45	25674.35	52	0	140
2025.12.05	09:22:00	25673.75	25678.25	25672.95	25676.95	68	0	140
2025.12.05	09:23:00	25677.25	25680.45	25677.25	25679.75	80	0	140
2025.12.05	09:24:00	25679.85	25681.75	25678.35	25681.75	54	0	140
2025.12.05	09:25:00	25681.85	25682.45	25680.95	25681.95	79	0	140
2025.12.05	09:26:00	25682.25	25683.25	25680.85	25682.95	52	0	140
2025.12.05	09:27:00	25683.15	25684.65	25683.15	25684.65	39	0	130
2025.12.05	09:28:00	25684.45	25684.75	25683.55	25684.05	52	0	130
2025.12.05	09:29:00	25683.75	25684.05	25681.25	25682.55	82	0	130
2025.12.05	09:30:00	25682.25	25683.75	25680.75	25681.75	59	0	130
2025.12.05	09:31:00	25681.95	25686.45	25681.95	25684.55	62	0	130
2025.12.05	09:32:00	25685.05	25685.75	25683.95	25684.45	41	0	130
2025.12.05	09:33:00	25684.35	25685.85	25681.45	25681.45	49	0	140
2025.12.05	09:34:00	25681.65	25682.25	25679.15	25679.75	67	0	140
2025.12.05	09:35:00	25679.95	25680.75	25678.95	25680.05	47	0	130
2025.12.05	09:36:00	25679.95	25685.05	25679.05	25683.15	84	0	130
2025.12.05	09:37:00	25683.65	25684.85	25682.95	25684.15	57	0	150
2025.12.05	09:38:00	25684.35	25685.45	25682.65	25682.95	79	0	150
2025.12.05	09:39:00	25682.65	25683.15	25679.15	25681.95	81	0	150
2025.12.05	09:40:00	25681.65	25681.95	25673.35	25675.05	76	0	150
2025.12.05	09:41:00	25675.35	25679.15	25674.85	25678.95	79	0	150
2025.12.05	09:42:00	25678.65	25678.95	25674.85	25677.15	68	0	150
2025.12.05	09:43:00	25677.05	25678.45	25676.15	25676.95	43	0	150
2025.12.05	09:44:00	25676.65	25677.55	25674.95	25676.55	64	0	150
2025.12.05	09:45:00	25676.35	25679.25	25675.45	25678.95	53	0	140
2025.12.05	09:46:00	25679.25	25680.25	25675.25	25675.25	45	0	140
2025.12.05	09:47:00	25675.15	25677.25	25672.95	25676.75	56	0	140
2025.12.05	09:48:00	25676.85	25678.25	25675.95	25676.95	61	0	140
2025.12.05	09:49:00	25677.25	25681.25	25677.25	25680.25	53	0	140
2025.12.05	09:50:00	25679.95	25680.85	25678.25	25679.75	71	0	140
2025.12.05	09:51:00	25679.85	25681.75	25679.75	25681.45	48	0	140
2025.12.05	09:52:00	25681.25	25684.95	25681.25	25684.25	50	0	130
2025.12.05	09:53:00	25684.55	25685.45	25683.25	25684.25	48	0	130
2025.12.05	09:54:00	25684.45	25684.75	25683.25	25683.75	56	0	130
2025.12.05	09:55:00	25683.55	25686.05	25683.05	25686.05	45	0	130
2025.12.05	09:56:00	25686.55	25686.65	25682.75	25683.75	56	0	130
2025.12.05	09:57:00	25683.65	25684.55	25682.15	25683.05	44	0	130
2025.12.05	09:58:00	25682.25	25684.75	25681.75	25683.95	45	0	130
2025.12.05	09:59:00	25683.35	25683.65	25681.25	25683.15	90	0	140
2025.12.05	10:00:00	25683.75	25685.75	25681.45	25682.95	194	0	140
2025.12.05	10:01:00	25683.45	25684.85	25679.55	25683.65	168	0	150
2025.12.05	10:02:00	25684.35	25702.45	25682.35	25701.95	167	0	160
2025.12.05	10:03:00	25702.15	25702.35	25694.45	25697.25	229	0	190
2025.12.05	10:04:00	25697.45	25697.45	25690.65	25692.75	138	0	190
2025.12.05	10:05:00	25691.75	25695.45	25691.75	25692.75	169	0	190
2025.12.05	10:06:00	25693.45	25695.25	25686.15	25693.85	154	0	190
2025.12.05	10:07:00	25693.75	25694.25	25688.25	25689.05	134	0	170
2025.12.05	10:08:00	25688.95	25691.25	25687.55	25688.35	151	0	170
2025.12.05	10:09:00	25689.05	25692.55	25687.55	25692.55	149	0	170
2025.12.05	10:10:00	25692.75	25697.35	25692.55	25694.25	190	0	170
2025.12.05	10:11:00	25693.45	25694.85	25690.55	25690.75	142	0	170
2025.12.05	10:12:00	25691.05	25693.15	25689.65	25693.15	132	0	160
2025.12.05	10:13:00	25693.65	25695.65	25692.25	25693.35	131	0	160
2025.12.05	10:14:00	25693.25	25695.25	25691.15	25692.35	140	0	160
2025.12.05	10:15:00	25691.85	25695.95	25688.65	25695.15	141	0	150
2025.12.05	10:16:00	25695.15	25698.15	25693.15	25696.35	165	0	150
2025.12.05	10:17:00	25696.65	25698.15	25695.15	25696.65	154	0	160
2025.12.05	10:18:00	25696.75	25697.55	25694.55	25694.65	109	0	160
2025.12.05	10:19:00	25695.35	25700.85	25695.35	25700.85	109	0	160
2025.12.05	10:20:00	25700.55	25704.75	25700.55	25703.35	157	0	160
2025.12.05	10:21:00	25703.15	25712.85	25702.85	25705.35	174	0	160
2025.12.05	10:22:00	25704.85	25708.85	25703.55	25706.55	152	0	170
2025.12.05	10:23:00	25706.45	25710.85	25706.35	25706.75	129	0	170
2025.12.05	10:24:00	25706.85	25708.95	25705.55	25708.05	93	0	170
2025.12.05	10:25:00	25708.35	25709.95	25702.35	25707.95	160	0	170
2025.12.05	10:26:00	25707.55	25709.85	25705.45	25705.55	119	0	170
2025.12.05	10:27:00	25705.85	25707.55	25696.35	25696.35	178	0	170
2025.12.05	10:28:00	25695.85	25700.85	25690.55	25699.45	182	0	170
2025.12.05	10:29:00	25699.85	25700.25	25694.35	25695.45	179	0	170
2025.12.05	10:30:00	25695.55	25696.85	25692.55	25692.85	161	0	170
2025.12.05	10:31:00	25692.95	25697.45	25692.75	25696.25	126	0	170
2025.12.05	10:32:00	25696.45	25699.45	25696.25	25699.45	143	0	170
2025.12.05	10:33:00	25699.35	25699.65	25696.25	25698.65	114	0	160
2025.12.05	10:34:00	25698.85	25706.15	25697.85	25700.65	156	0	160
2025.12.05	10:35:00	25700.75	25702.25	25699.05	25701.15	123	0	160
2025.12.05	10:36:00	25701.35	25703.15	25699.65	25702.15	99	0	160
2025.12.05	10:37:00	25701.25	25704.75	25699.75	25701.35	141	0	160
2025.12.05	10:38:00	25701.65	25702.15	25695.05	25696.85	121	0	160
2025.12.05	10:39:00	25696.75	25702.45	25696.75	25702.15	103	0	150
2025.12.05	10:40:00	25701.65	25703.45	25700.45	25700.95	100	0	150
2025.12.05	10:41:00	25701.15	25703.05	25700.45	25700.95	87	0	150
2025.12.05	10:42:00	25701.15	25701.45	25697.65	25698.15	99	0	150
2025.12.05	10:43:00	25698.45	25702.25	25697.05	25700.95	115	0	140
2025.12.05	10:44:00	25701.45	25705.45	25701.45	25703.95	94	0	140
2025.12.05	10:45:00	25703.85	25705.25	25702.95	25704.95	126	0	140
2025.12.05	10:46:00	25704.75	25705.25	25701.75	25704.25	123	0	140
2025.12.05	10:47:00	25704.45	25704.45	25699.35	25700.15	116	0	140
2025.12.05	10:48:00	25699.75	25702.75	25698.45	25698.95	101	0	140
2025.12.05	10:49:00	25698.45	25701.65	25698.35	25700.65	105	0	150
2025.12.05	10:50:00	25700.95	25701.65	25696.95	25697.15	113	0	150
2025.12.05	10:51:00	25697.65	25698.65	25692.05	25694.05	110	0	150
2025.12.05	10:52:00	25694.15	25695.45	25691.15	25691.45	122	0	150
2025.12.05	10:53:00	25690.65	25691.95	25686.35	25688.15	141	0	150
2025.12.05	10:54:00	25688.45	25692.35	25683.85	25685.05	142	0	150
2025.12.05	10:55:00	25684.65	25690.85	25684.25	25689.55	161	0	160
2025.12.05	10:56:00	25689.65	25692.85	25689.65	25691.15	137	0	160
2025.12.05	10:57:00	25690.55	25691.35	25686.25	25686.35	116	0	160
2025.12.05	10:58:00	25686.65	25687.15	25682.75	25684.85	143	0	160
2025.12.05	10:59:00	25684.75	25685.65	25682.15	25682.85	129	0	150
2025.12.05	11:00:00	25682.15	25685.35	25676.25	25681.85	167	0	150
2025.12.05	11:01:00	25681.65	25682.65	25678.55	25680.55	177	0	160
2025.12.05	11:02:00	25680.35	25680.35	25676.25	25676.55	143	0	170
2025.12.05	11:03:00	25677.05	25681.85	25675.85	25681.85	168	0	170
2025.12.05	11:04:00	25681.95	25690.55	25681.85	25690.35	157	0	170
2025.12.05	11:05:00	25690.25	25693.85	25690.05	25690.65	150	0	160
2025.12.05	11:06:00	25690.75	25692.35	25684.65	25684.65	169	0	160
2025.12.05	11:07:00	25684.55	25686.15	25682.15	25683.65	151	0	160
2025.12.05	11:08:00	25683.35	25686.05	25681.15	25683.25	141	0	160
2025.12.05	11:09:00	25683.35	25683.85	25679.35	25680.35	135	0	160
2025.12.05	11:10:00	25680.25	25683.25	25677.65	25680.85	111	0	160
2025.12.05	11:11:00	25680.65	25682.15	25676.55	25676.55	99	0	150
2025.12.05	11:12:00	25676.65	25678.65	25675.65	25676.65	89	0	150
2025.12.05	11:13:00	25676.95	25676.95	25672.05	25673.45	115	0	150
2025.12.05	11:14:00	25673.65	25675.15	25670.35	25675.15	107	0	150
2025.12.05	11:15:00	25675.45	25678.15	25672.45	25674.45	143	0	150
2025.12.05	11:16:00	25674.15	25677.45	25673.65	25677.35	139	0	150
2025.12.05	11:17:00	25677.65	25680.35	25676.65	25678.15	130	0	150
2025.12.05	11:18:00	25677.65	25678.15	25672.35	25672.85	131	0	150
2025.12.05	11:19:00	25673.15	25674.15	25671.35	25672.65	113	0	150
2025.12.05	11:20:00	25674.45	25678.65	25674.35	25675.95	134	0	150
2025.12.05	11:21:00	25676.45	25677.65	25672.95	25675.65	122	0	150
2025.12.05	11:22:00	25675.35	25676.35	25674.65	25675.35	97	0	150
2025.12.05	11:23:00	25675.45	25675.95	25672.95	25675.15	110	0	150
2025.12.05	11:24:00	25674.95	25676.85	25674.45	25675.65	127	0	150
2025.12.05	11:25:00	25675.15	25683.15	25675.15	25682.15	137	0	150
2025.12.05	11:26:00	25682.35	25686.15	25682.15	25685.95	120	0	150
2025.12.05	11:27:00	25685.65	25686.05	25680.45	25681.15	127	0	150
2025.12.05	11:28:00	25681.05	25684.65	25680.55	25684.45	130	0	150
2025.12.05	11:29:00	25684.65	25686.65	25683.65	25686.15	110	0	150
2025.12.05	11:30:00	25685.95	25686.65	25682.45	25683.45	111	0	140
2025.12.05	11:31:00	25683.75	25683.85	25681.25	25681.45	93	0	140
2025.12.05	11:32:00	25680.85	25682.45	25679.35	25682.25	87	0	140
2025.12.05	11:33:00	25682.45	25683.45	25679.35	25679.95	102	0	140
2025.12.05	11:34:00	25679.75	25679.75	25677.25	25677.95	109	0	140
2025.12.05	11:35:00	25678.75	25678.75	25675.45	25675.45	100	0	140
2025.12.05	11:36:00	25675.95	25680.45	25675.35	25678.65	91	0	140
2025.12.05	11:37:00	25677.95	25678.35	25670.65	25670.95	118	0	150
2025.12.05	11:38:00	25670.65	25672.45	25669.45	25670.95	91	0	150
2025.12.05	11:39:00	25671.05	25672.15	25668.95	25669.95	110	0	150
2025.12.05	11:40:00	25669.85	25670.05	25665.65	25666.45	116	0	150
2025.12.05	11:41:00	25666.35	25670.45	25666.15	25667.65	132	0	150
2025.12.05	11:42:00	25668.15	25668.95	25664.85	25664.85	75	0	150
2025.12.05	11:43:00	25664.95	25666.85	25664.35	25666.65	88	0	150
2025.12.05	11:44:00	25668.15	25669.85	25667.65	25669.45	97	0	150
2025.12.05	11:45:00	25669.15	25673.85	25669.15	25671.45	101	0	150
2025.12.05	11:46:00	25671.15	25672.95	25670.85	25670.95	73	0	140
2025.12.05	11:47:00	25670.85	25672.95	25670.75	25671.45	92	0	140
2025.12.05	11:48:00	25671.25	25671.95	25669.45	25670.75	87	0	140
2025.12.05	11:49:00	25670.45	25671.45	25670.45	25670.95	62	0	140
2025.12.05	11:50:00	25671.25	25673.65	25670.95	25673.25	87	0	140
2025.12.05	11:51:00	25673.75	25674.45	25670.95	25674.35	88	0	130
2025.12.05	11:52:00	25674.25	25674.35	25670.95	25671.85	73	0	140
2025.12.05	11:53:00	25671.75	25672.75	25670.45	25672.25	57	0	140
2025.12.05	11:54:00	25671.85	25673.25	25670.35	25670.45	71	0	140
2025.12.05	11:55:00	25670.25	25674.25	25669.95	25674.25	65	0	140
2025.12.05	11:56:00	25673.95	25676.75	25673.75	25676.25	84	0	140
2025.12.05	11:57:00	25676.75	25677.25	25674.95	25676.25	90	0	140
2025.12.05	11:58:00	25675.85	25677.85	25675.45	25676.95	57	0	140
2025.12.05	11:59:00	25676.75	25678.25	25676.15	25676.15	80	0	140
2025.12.05	12:00:00	25675.85	25678.35	25675.15	25675.75	83	0	130
2025.12.05	12:01:00	25675.65	25680.95	25675.65	25679.25	80	0	140
2025.12.05	12:02:00	25680.15	25681.15	25675.45	25675.65	110	0	140
2025.12.05	12:03:00	25675.45	25675.65	25672.95	25673.95	85	0	150
2025.12.05	12:04:00	25673.15	25675.95	25670.95	25675.65	109	0	150
2025.12.05	12:05:00	25675.45	25677.65	25674.95	25677.45	74	0	150
2025.12.05	12:06:00	25677.15	25677.15	25670.45	25670.45	62	0	150
2025.12.05	12:07:00	25671.65	25672.95	25671.15	25672.65	83	0	150
2025.12.05	12:08:00	25673.15	25677.15	25672.45	25676.45	104	0	150
2025.12.05	12:09:00	25677.35	25680.65	25676.45	25680.65	74	0	150
2025.12.05	12:10:00	25680.45	25682.65	25679.65	25681.45	89	0	150
2025.12.05	12:11:00	25681.15	25684.15	25680.95	25683.95	95	0	150
2025.12.05	12:12:00	25684.15	25690.35	25682.35	25686.75	113	0	140
2025.12.05	12:13:00	25686.65	25689.15	25681.75	25683.25	109	0	160
2025.12.05	12:14:00	25682.35	25683.85	25679.35	25680.65	83	0	160
2025.12.05	12:15:00	25680.75	25682.15	25677.25	25681.35	82	0	160
2025.12.05	12:16:00	25681.15	25684.25	25680.85	25683.35	77	0	160
2025.12.05	12:17:00	25683.55	25685.05	25682.65	25683.15	77	0	150
2025.12.05	12:18:00	25683.45	25684.75	25682.25	25682.95	61	0	140
2025.12.05	12:19:00	25682.75	25685.25	25682.75	25684.45	62	0	140
2025.12.05	12:20:00	25683.95	25685.35	25682.45	25684.65	80	0	140
2025.12.05	12:21:00	25683.95	25685.45	25682.15	25682.25	57	0	140
2025.12.05	12:22:00	25682.15	25683.25	25680.25	25683.25	58	0	140
2025.12.05	12:23:00	25683.35	25684.35	25681.95	25681.95	57	0	140
2025.12.05	12:24:00	25682.45	25683.95	25681.75	25682.35	59	0	140
2025.12.05	12:25:00	25682.45	25683.45	25680.95	25681.95	60	0	140
2025.12.05	12:26:00	25681.75	25682.45	25680.65	25680.95	56	0	140
2025.12.05	12:27:00	25680.75	25681.25	25677.85	25678.25	73	0	140
2025.12.05	12:28:00	25678.45	25681.45	25677.95	25681.25	89	0	140
2025.12.05	12:29:00	25681.45	25684.25	25681.35	25683.95	81	0	130
2025.12.05	12:30:00	25684.25	25684.75	25681.25	25681.25	75	0	140
2025.12.05	12:31:00	25681.45	25683.25	25680.35	25682.75	74	0	140
2025.12.05	12:32:00	25682.95	25683.85	25681.75	25682.95	53	0	140
2025.12.05	12:33:00	25683.45	25683.95	25679.15	25679.15	74	0	140
2025.12.05	12:34:00	25678.95	25682.45	25678.75	25681.15	59	0	130
2025.12.05	12:35:00	25681.75	25683.95	25681.15	25683.25	51	0	130
2025.12.05	12:36:00	25683.45	25685.15	25682.05	25685.15	126	0	130
2025.12.05	12:37:00	25685.05	25686.15	25681.05	25681.55	90	0	130
2025.12.05	12:38:00	25681.25	25682.15	25679.75	25681.95	53	0	130
2025.12.05	12:39:00	25682.25	25683.85	25681.95	25683.45	58	0	140
2025.12.05	12:40:00	25683.75	25687.45	25683.75	25683.95	77	0	140
2025.12.05	12:41:00	25684.45	25684.95	25682.45	25684.25	73	0	140
2025.12.05	12:42:00	25684.45	25687.65	25683.15	25686.95	79	0	140
2025.12.05	12:43:00	25686.75	25689.25	25685.45	25688.95	77	0	140
2025.12.05	12:44:00	25689.25	25689.65	25686.95	25687.95	78	0	140
2025.12.05	12:45:00	25687.75	25688.15	25685.65	25686.95	78	0	140
2025.12.05	12:46:00	25686.75	25687.15	25684.85	25686.75	54	0	140
2025.12.05	12:47:00	25686.95	25687.15	25685.95	25686.45	56	0	140
2025.12.05	12:48:00	25686.75	25687.05	25681.25	25682.25	59	0	130
2025.12.05	12:49:00	25682.15	25684.65	25681.85	25682.95	61	0	140
2025.12.05	12:50:00	25682.45	25684.25	25682.45	25682.75	73	0	140
2025.12.05	12:51:00	25682.95	25685.95	25682.85	25685.25	76	0	130
2025.12.05	12:52:00	25685.35	25685.35	25681.35	25681.95	74	0	140
2025.12.05	12:53:00	25682.95	25685.25	25682.25	25682.65	78	0	140
2025.12.05	12:54:00	25682.45	25682.65	25678.35	25678.95	84	0	140
2025.12.05	12:55:00	25679.25	25680.75	25677.95	25678.25	78	0	140
2025.12.05	12:56:00	25678.45	25679.95	25674.45	25674.75	101	0	140
2025.12.05	12:57:00	25675.15	25675.15	25671.75	25672.35	84	0	140
2025.12.05	12:58:00	25672.25	25675.45	25671.85	25675.45	76	0	140
2025.12.05	12:59:00	25675.75	25677.25	25674.15	25674.45	82	0	140
2025.12.05	13:00:00	25674.25	25674.75	25662.75	25663.35	156	0	140
2025.12.05	13:01:00	25663.55	25668.85	25663.15	25667.95	108	0	150
2025.12.05	13:02:00	25668.05	25674.85	25667.95	25673.35	114	0	150
2025.12.05	13:03:00	25673.15	25676.85	25670.65	25676.75	126	0	160
2025.12.05	13:04:00	25676.85	25677.75	25673.65	25673.85	99	0	160
2025.12.05	13:05:00	25674.15	25674.15	25670.15	25673.15	125	0	150
2025.12.05	13:06:00	25673.35	25679.15	25673.35	25678.45	108	0	150
2025.12.05	13:07:00	25678.65	25680.95	25678.45	25680.85	90	0	150
2025.12.05	13:08:00	25680.65	25682.75	25677.45	25678.05	104	0	140
2025.12.05	13:09:00	25678.15	25678.45	25675.75	25676.25	106	0	140
2025.12.05	13:10:00	25676.45	25677.35	25673.65	25674.75	99	0	140
2025.12.05	13:11:00	25674.95	25675.85	25674.15	25675.75	63	0	140
2025.12.05	13:12:00	25675.85	25677.35	25674.45	25675.95	94	0	140
2025.12.05	13:13:00	25675.75	25678.65	25674.25	25677.75	82	0	140
2025.12.05	13:14:00	25677.95	25678.85	25675.45	25678.75	61	0	140
2025.12.05	13:15:00	25678.95	25679.75	25674.45	25674.45	83	0	140
2025.12.05	13:16:00	25674.65	25674.85	25669.25	25671.15	105	0	140
2025.12.05	13:17:00	25670.95	25675.15	25670.65	25673.85	112	0	140
2025.12.05	13:18:00	25673.65	25675.45	25670.95	25672.85	87	0	140
2025.12.05	13:19:00	25672.35	25676.95	25668.65	25676.85	112	0	150
2025.12.05	13:20:00	25676.65	25682.45	25676.35	25681.95	95	0	150
2025.12.05	13:21:00	25681.85	25684.85	25680.45	25683.35	132	0	150
2025.12.05	13:22:00	25683.15	25683.25	25680.65	25680.85	90	0	150
2025.12.05	13:23:00	25680.95	25681.45	25679.65	25681.45	72	0	150
2025.12.05	13:24:00	25681.65	25681.75	25676.35	25676.65	76	0	140
2025.12.05	13:25:00	25676.45	25679.65	25675.75	25678.45	74	0	140
2025.12.05	13:26:00	25678.35	25679.45	25676.95	25678.35	65	0	140
2025.12.05	13:27:00	25678.95	25684.75	25678.95	25683.95	86	0	140
2025.12.05	13:28:00	25684.15	25684.25	25680.15	25681.05	95	0	140
2025.12.05	13:29:00	25680.55	25681.95	25680.45	25680.75	68	0	140
2025.12.05	13:30:00	25681.75	25683.15	25680.25	25681.25	87	0	140
2025.12.05	13:31:00	25680.95	25681.75	25673.45	25676.95	124	0	140
2025.12.05	13:32:00	25676.85	25678.65	25673.15	25677.05	151	0	150
2025.12.05	13:33:00	25676.85	25679.25	25675.65	25678.75	114	0	160
2025.12.05	13:34:00	25678.65	25679.75	25676.25	25677.35	97	0	160
2025.12.05	13:35:00	25677.25	25679.35	25675.25	25675.25	74	0	160
2025.12.05	13:36:00	25675.35	25679.35	25674.15	25676.85	95	0	160
2025.12.05	13:37:00	25677.15	25678.75	25674.95	25675.95	96	0	150
2025.12.05	13:38:00	25676.15	25678.45	25675.65	25676.95	75	0	150
2025.12.05	13:39:00	25677.65	25678.15	25674.45	25675.45	77	0	150
2025.12.05	13:40:00	25675.65	25676.15	25673.35	25674.95	65	0	150
2025.12.05	13:41:00	25674.65	25677.95	25674.15	25677.15	64	0	150
2025.12.05	13:42:00	25677.45	25678.65	25673.75	25673.85	84	0	140
2025.12.05	13:43:00	25673.75	25675.65	25673.75	25674.45	54	0	140
2025.12.05	13:44:00	25674.65	25676.45	25674.45	25676.45	74	0	140
2025.12.05	13:45:00	25676.65	25677.25	25675.25	25676.25	42	0	140
2025.12.05	13:46:00	25676.45	25677.95	25674.45	25676.25	47	0	140
2025.12.05	13:47:00	25676.95	25677.75	25676.45	25677.75	60	0	130
2025.12.05	13:48:00	25677.95	25678.15	25675.55	25677.25	44	0	130
2025.12.05	13:49:00	25677.15	25679.65	25677.05	25679.55	65	0	130
2025.12.05	13:50:00	25679.25	25679.25	25676.75	25677.75	71	0	130
2025.12.05	13:51:00	25677.55	25677.95	25675.95	25677.55	40	0	130
2025.12.05	13:52:00	25677.75	25679.15	25677.05	25677.75	65	0	130
2025.12.05	13:53:00	25678.05	25679.25	25676.75	25678.95	56	0	130
2025.12.05	13:54:00	25678.75	25679.65	25675.45	25675.75	60	0	130
2025.12.05	13:55:00	25675.55	25680.05	25675.45	25678.25	88	0	130
2025.12.05	13:56:00	25678.45	25679.25	25677.45	25679.25	43	0	140
2025.12.05	13:57:00	25679.45	25679.75	25676.45	25676.75	80	0	140
2025.12.05	13:58:00	25676.45	25679.85	25676.45	25678.25	63	0	140
2025.12.05	13:59:00	25678.45	25679.75	25676.75	25677.25	83	0	140
2025.12.05	14:00:00	25677.15	25677.95	25672.45	25672.75	142	0	140
2025.12.05	14:01:00	25672.95	25679.65	25671.65	25678.15	154	0	140
2025.12.05	14:02:00	25678.35	25690.65	25677.05	25677.35	218	0	150
2025.12.05	14:03:00	25677.25	25681.75	25676.05	25681.75	140	0	170
2025.12.05	14:04:00	25681.55	25686.75	25681.55	25686.55	134	0	170
2025.12.05	14:05:00	25686.05	25688.55	25684.65	25684.65	156	0	180
2025.12.05	14:06:00	25684.55	25688.15	25684.25	25685.95	136	0	170
2025.12.05	14:07:00	25685.75	25687.05	25683.55	25684.85	143	0	160
2025.12.05	14:08:00	25685.15	25685.75	25679.15	25680.35	101	0	160
2025.12.05	14:09:00	25680.55	25681.55	25678.65	25680.15	88	0	160
2025.12.05	14:10:00	25680.35	25680.65	25677.85	25678.55	100	0	160
2025.12.05	14:11:00	25678.85	25678.95	25670.65	25673.05	119	0	150
2025.12.05	14:12:00	25673.35	25675.35	25672.65	25674.65	112	0	160
2025.12.05	14:13:00	25674.55	25678.05	25674.55	25675.65	94	0	160
2025.12.05	14:14:00	25675.35	25676.85	25671.35	25671.35	98	0	160
