<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.12.05	17:30:00	25795.15	25819.65	25767.65	25778.15	5803	0	60
2025.12.05	17:45:00	25777.85	25790.85	25674.95	25700.65	6754	0	100
2025.12.05	18:00:00	25700.85	25724.85	25665.05	25665.05	7140	0	100
2025.12.05	18:15:00	25666.15	25699.05	25641.85	25656.05	7023	0	100
2025.12.05	18:30:00	25653.35	25663.05	25609.65	25648.55	7012	0	100
2025.12.05	18:45:00	25648.45	25719.75	25637.85	25687.95	6057	0	60
2025.12.05	19:00:00	25688.15	25696.35	25650.85	25655.05	6402	0	100
2025.12.05	19:15:00	25655.35	25669.35	25647.35	25653.55	5659	0	60
2025.12.05	19:30:00	25653.75	25658.75	25623.55	25653.35	5506	0	60
2025.12.05	19:45:00	25653.25	25699.35	25646.05	25689.15	4515	0	60
2025.12.05	20:00:00	25688.65	25698.75	25678.35	25685.75	4232	0	60
2025.12.05	20:15:00	25685.45	25707.95	25660.75	25705.05	4411	0	60
2025.12.05	20:30:00	25704.85	25719.05	25684.05	25695.95	4172	0	60
2025.12.05	20:45:00	25696.25	25700.95	25681.05	25687.85	3828	0	60
2025.12.05	21:00:00	25687.95	25701.45	25674.85	25699.45	4437	0	60
2025.12.05	21:15:00	25699.75	25701.85	25667.75	25682.95	4183	0	60
2025.12.05	21:30:00	25682.85	25689.85	25667.65	25673.75	3664	0	60
2025.12.05	21:45:00	25673.55	25705.05	25664.25	25699.05	3585	0	60
2025.12.05	22:00:00	25698.75	25701.75	25673.25	25685.75	3645	0	60
2025.12.05	22:15:00	25685.55	25700.75	25676.35	25686.65	3614	0	60
2025.12.05	22:30:00	25686.85	25689.35	25669.05	25683.75	3575	0	60
2025.12.05	22:45:00	25683.55	25701.15	25639.05	25687.45	5723	0	60
2025.12.05	23:00:00	25687.55	25704.46	25684.56	25694.66	2552	0	100
2025.12.05	23:15:00	25695.06	25699.16	25690.96	25693.36	920	0	148
2025.12.05	23:30:00	25693.06	25701.06	25691.56	25697.36	676	0	148
2025.12.05	23:45:00	25697.46	25701.06	25696.66	25697.86	229	0	148
